model;features;literals;attributes;features with attributes;variables;variables for aggregations;configuring constraints;creation;hasSolution;countSolutions
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;136;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;15;142;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;16;151;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;13;128;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;15;132;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;127;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;15;131;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;15;139;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;17;131;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;13;128;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;13;129;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;13;130;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;15;131;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;15;135;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;131;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;130;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;133;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;138;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;130;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;13;140;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;132;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;137;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;133;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;138;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;134;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;15;138;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;131;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;13;137;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;15;131;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;135;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;131;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;136;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;133;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;130;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;15;133;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;130;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;141;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;13;132;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;139;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;131;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;13;137;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;133;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;16;136;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;13;132;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;16;131;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;131;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;13;130;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;132;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;132;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;131;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;133;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;15;141;-1
